,NUMBER,S,NAME,INCHI_KEY,SMILES,ACTIVITY_LABEL,ACTIVITY_PROBABILITY
3857,#4264,S,licofelone,UAWXGRJVZSAUSZ-UHFFFAOYSA-N,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,0.0,0.298309803009
5421,#5946,S,(3z)-n*n-dimethyl-2-oxo-3-(4*5*6*7-tetrahydro-1h-indol-2-ylmethylidene)-2*3-dihydro-1h-indole-5-sulfonamide,LOGJQOUIVKBFGH-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,0.0,0.297917425632
5442,#5967,S,4-(2-aminophenyl)-4-oxobutanoic acid,BIASMBPERGWEBX-UHFFFAOYSA-N,Nc1ccccc1C(=O)CCC(=O)O,0.0,0.297877013683
3695,#4091,S,s*s-(2-hydroxyethyl)thiocysteine,YPUBRSXDQSFQBA-BYPYZUCNSA-N,N[C@@H](CSSCCO)C(=O)O,0.0,0.297677725554
2544,#2786,S,1-(5-chloroindol-3-yl)-3-hydroxy-3-(2h-tetrazol-5-yl)-propenone,LKVXXMOMTRBUQI-UHFFFAOYSA-N,O=C(/C=C(/O)c1nn[nH]n1)c1c[nH]c2ccc(Cl)cc12,0.0,0.297073692083
1471,#1583,S,castanospermine,JDVVGAQPNNXQDW-TVNFTVLESA-N,O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,0.0,0.296826064587
3802,#4205,S,(1s*2r*3s*4r*5s)-8-azabicyclo[3.2.1]octane-1*2*3*4-tetrol,FXFBVZOJVHCEDO-IBISWUOJSA-N,O[C@H]1[C@H]2CC[C@](O)(N2)[C@@H](O)[C@@H]1O,0.0,0.296826064587
5039,#5550,S,(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide,DBPWWBMTZYJGGV-KKUMJFAQSA-N,CC(C)C[C@H](NC(=S)Nc1ccccc1)C(=O)N[C@@H]1CO[C@H](O)C1,0.0,0.295959740877
5613,#6140,S,(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1*3-thiazolidin-4-one,KEGQNJITMFBVAC-HNNXBMFYSA-N,O=C1CS[C@@H](c2cccc(Br)c2)N1c1cc(Cl)ccc1O,0.0,0.295401483774
2682,#2942,S,5-chloro-1h-indole-2-carboxylic acid{[cyclopentyl-(2-hydroxy-ethyl)-carbamoyl]-methyl}-amide,VXABTOCIIZSEPD-QGZVFWFLSA-N,O=C(NC[C@@H](O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,0.0,0.29537987709
5274,#5795,S,(2-amino-3-phenyl-bicyclo[2.2.1]hept-2-yl)-phenyl-methanone,XJQDTOANLAPEIM-JRBPQWBISA-N,N[C@@]1(C(=O)c2ccccc2)[C@H](c2ccccc2)[C@H]2CC[C@@H]1C2,0.0,0.295159727335
2752,#3021,S,3-mercapto-1-(1*3*4*9-tetrahydro-b-carbolin-2-yl)-propan-1-one,UGWLHSPOMCORRH-UHFFFAOYSA-N,O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,0.0,0.294554501772
980,#1050,S,phenobarbital,DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.0,0.293956041336
5998,#6542,S,ethyl hydrogen diethylamidophosphate,DUNFIZRDIMDMIH-UHFFFAOYSA-N,CCO[P@@](=O)(O)N(CC)CC,0.0,0.293722510338
4210,#4676,S,artemether,SXYIRMFQILZOAM-HVNFFKDJSA-N,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0.0,0.293097138405
2641,#2899,S,(s)-2-amino-3-(1*3*5*7-pentahydro-2*4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid,VSGUEKZRMJVQOH-LURJTMIESA-N,N[C@@H](Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O,0.0,0.292677402496
5896,#6430,S,[(3s)-9-hydroxy-1-methyl-10-oxo-4*10-dihydro-3h-benzo[g]isochromen-3-yl]acetic acid,HHXSOTFPYPQSBU-NSHDSACASA-N,CC1=C2C(=O)c3c(O)cccc3C=C2C[C@@H](CC(=O)O)O1,0.0,0.292251527309
5638,#6165,S,2*6-dicarboxynaphthalene,RXOHFPCZGPKIRD-UHFFFAOYSA-N,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.0,0.292012810707
3786,#4188,S,3*7-dihydroxynaphthalene-2-carboxylic acid,QMWOUSYSNFCKAZ-UHFFFAOYSA-N,O=C(O)c1cc2cc(O)ccc2cc1O,0.0,0.291883856058
727,#781,S,didanosine,BXZVVICBKDXVGW-NKWVEPMBSA-N,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0.0,0.291534483433
5695,#6225,S,2-(6-hydroxy-1*3-benzothiazol-2-yl)-1*3-thiazol-4(5h)-one,JJVOROULKOMTKG-UHFFFAOYSA-N,O=C1CSC(c2nc3ccc(O)cc3s2)=N1,0.0,0.290429353714
5462,#5987,S,latrunculin b,NSHPHXHGRHSMIK-ZHKLBRLOSA-N,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2,0.0,0.289992034435
6463,#7068,S,solithromycin,IXXFZUPTQVDPPK-ZAWHAJPISA-N,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,0.0,0.289820998907
672,#725,S,oxazepam,ADIMAYPTOBDMTL-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0.0,0.288663983345
6327,#6894,S,quinagolide,GDFGTRDCCWFXTG-ZIFCJYIRSA-N,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,0.0,0.288038551807
5121,#5636,S,(5s*8r*9s*10s*13r*14s*17s)-13-{2-[(3*5-difluorobenzyl)oxy]ethyl}-17-hydroxy-10-methylhexadecahydro-3h-cyclopenta[a]phenanthren-3-one,AJODXHGZHBERGJ-JLYQOUBASA-N,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(CCOCc3cc(F)cc(F)c3)[C@@H](O)CC[C@@H]12,0.0,0.287104099989
2760,#3029,S,fica,JFUIHGAGFMFNRD-UHFFFAOYSA-N,O=C(NCCS)c1cc2cc(F)ccc2[nH]1,0.0,0.286666959524
1237,#1328,S,4-androstenedione,AEMFNILZOJDQLW-QAGGRKNESA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0.0,0.286665052176
4809,#5309,S,5-beta-androstane-3*17-dione,RAJWOBJTTGJROA-QJISAEMRSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CCC2=O,0.0,0.286665052176
1260,#1351,S,androstanedione,RAJWOBJTTGJROA-WZNAKSSCSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0.0,0.286665052176
4807,#5307,S,androsta-1*4-diene-3*17-dione,LUJVUUWNAPIQQI-QAGGRKNESA-N,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0.0,0.286665052176
1173,#1262,S,5-androstenedione,SQGZFRITSMYKRH-QAGGRKNESA-N,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0.0,0.286665052176
2503,#2740,S,4-methylidene-5-one,GYCBVEGTLQBIBF-BYPYZUCNSA-N,Cc1nc([C@H](C)N)n(CC(=O)O)c1O,0.0,0.286402851343
5374,#5899,S,(rp*sp)-o-(2r)-(1-phenoxybut-2-yl)-methylphosphonic acid chloride,YEIXDWIEYXZUBR-QLJPJBMISA-N,CC[C@H](COc1ccccc1)O[P@@](C)(=O)Cl,0.0,0.28518691659
5781,#6313,S,(1s)-1-(phenoxymethyl)propyl methylphosphonochloridoate,YEIXDWIEYXZUBR-MGPLVRAMSA-N,CC[C@@H](COc1ccccc1)O[P@@](C)(=O)Cl,0.0,0.28518691659
2210,#2407,S,(2r*3r*4r*5r)-3*4-dihydroxy-n*n'-bis[(1s*2r)-2-hydroxy-2*3-dihydro-1h-inden-1-yl]-2*5-bis(2-phenylethyl)hexanediamide,GQKBYZPVKVXMJL-UGHBPTLLSA-N,O=C(N[C@@H]1c2ccccc2C[C@H]1O)[C@@H](CCc1ccccc1)[C@@H](O)[C@H](O)[C@H](CCc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,0.0,0.285087019205
5812,#6345,S,n-(quinolin-8-yl)methanesulfonamide,XYEPUTZVZYUENX-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc2cccnc12,0.0,0.283823668957
2216,#2414,S,sorbinil,LXANPKRCLVQAOG-NSHDSACASA-N,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,0.0,0.28308776021
818,#879,S,cyclacillin,HGBLNBBNRORJKI-WCABBAIRSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,0.0,0.282660931349
3880,#4290,S,9-deazainosine-2'*3'-o-ethylidenephosphonate,ZOEDLCUBOBTIHG-USQSKNHBSA-N,O=c1nc[nH]c2c([C@@H]3O[C@H](CO)[C@H]4O[C@@H](CP(=O)(O)O)O[C@@H]34)c[nH]c12,0.0,0.282432705164
309,#331,S,entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1[C@@H](n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO,0.0,0.281555294991
4004,#4425,S,milnacipran,GJJFMKBJSRMPLA-HIFRSBDPSA-N,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,0.0,0.281246960163
6196,#6755,S,levomilnacipran,GJJFMKBJSRMPLA-DZGCQCFKSA-N,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,0.0,0.281246960163
989,#1059,S,naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.0,0.280917406082
4973,#5483,S,(5beta)-pregnane-3*20-dione,XMRPGKVKISIQBV-XWOJZHJZSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.280692517757
266,#286,S,progesterone,RJKFOVLPORLFTN-LEKSSAKUSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.280692517757
249,#269,S,dydrogesterone,JGMOKGBVKVMRFX-HQZYFCCVSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,0.0,0.280692517757
3615,#4001,S,n''-{3-[(3s*8ar)-1*4-dioxooctahydropyrrolo[1*2-a]pyrazin-3-yl]propyl}guanidine,ZRJHYOXNWCMGMW-HTQZYQBOSA-N,N=C(N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C1=O,0.0,0.280046761036
4159,#4618,S,prasugrel,DTGLZDAWLRGWQN-UHFFFAOYSA-N,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0.0,0.279693722725
2098,#2278,S,8-hydroxy-4-(1-hydroxyethyl)quinoline-2-carboxylic acid,FCGZNXGKWUHBKD-WKEGUHRASA-N,C[C@H](O)c1cc(C(=O)O)nc2c1C=CC[C@@H]2O,0.0,0.279655218124
756,#810,S,misoprostol,OJLOPKGSLYJEMD-LNQMSSPSSA-N,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0.0,0.279017984867
4624,#5121,S,2-{[(4-chlorophenoxy)acetyl]amino}benzoic acid,LXSDGQYDSDIUPN-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1)Nc1ccccc1C(=O)O,0.0,0.278780847788
5682,#6212,S,nocodazole,KYRVNWMVYQXFEU-UHFFFAOYSA-N,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,0.0,0.278461575508
6246,#6808,S,etifoxine,IBYCYJFUEJQSMK-UHFFFAOYSA-N,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,0.0,0.278364241123
4275,#4766,S,unoprostone,TVHAZVBUYQMHBC-MXEMCNAFSA-N,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0.0,0.277635514736
6169,#6721,S,ulipristal,HKDLNTKNLJPAIY-WKWWZUSTSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0.0,0.277184635401
6242,#6804,S,etozoline,ZCKKHYXUQFTBIK-UHFFFAOYSA-N,CCOC(=O)/C=C1/SC(N2CCCCC2)C(=O)N1C,0.0,0.276445180178
379,#405,S,albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,0.0,0.276401519775
1109,#1189,S,mestranol,IMSSROKUHAOUJS-MJCUULBUSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0.0,0.276370942593
6470,#7087,S,tyropanoic acid,YMOXVLQZFAUUKI-UHFFFAOYSA-N,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,0.0,0.275595247746
3058,#3364,S,p-(2'-iodo-5'-thenoyl)hydrotropic acid,UIZPHGUBGPJBAR-QMMMGPOBSA-N,C[C@H](C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1,0.0,0.274008184671
5579,#6105,S,(1r)-menthyl hexyl phosphonate group,WAVIZOVSJOXCKT-OWCLPIDISA-N,CCCCCC[P@](=O)(O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,0.0,0.272628217936
3855,#4262,S,2-(3-guanidinophenyl)-3-mercaptopropanoic acid,YHBCRXAIIVZWEW-MRVPVSSYSA-N,N=C(N)Nc1cccc([C@@H](CS)C(=O)O)c1,0.0,0.271623522043
6418,#7016,S,moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,COc1nc(C)nc(Cl)c1NC1=NCCN1,0.0,0.271567136049
4381,#4874,S,n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,AEKJCSNKYXWOAQ-INIZCTEOSA-N,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,0.0,0.269794136286
2779,#3052,S,4-hydroxycoumarin,VXIXUWQIVKSKSA-UHFFFAOYSA-N,O=c1cc(O)c2ccccc2o1,0.0,0.268903464079
3729,#4127,S,thiotepa,FOCVUCIESVLUNU-UHFFFAOYSA-N,S=P(N1CC1)(N1CC1)N1CC1,0.0,0.268779307604
2765,#3034,S,n-propyl-tartramic acid,LNEZKQHJUNIZIS-CRCLSJGQSA-N,CCCNC(=O)[C@@H](O)[C@@H](O)C(=O)O,0.0,0.26877078414
1226,#1317,S,ecgonine,PHMBVCPLDPDESM-FKSUSPILSA-N,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2,0.0,0.267550081015
4364,#4857,S,d-phenylalanyl-n-(3-chlorobenzyl)-l-prolinamide,CJHLRGCXPGIPCB-MOPGFXCFSA-N,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,0.0,0.267461448908
2518,#2757,S,pyroglutamic acid,ODHCTXKNWHHXJC-GSVOUGTGSA-N,O=C1CC[C@H](C(=O)O)N1,0.0,0.266392230988
6491,#7128,S,pyroglutamate,ODHCTXKNWHHXJC-UHFFFAOYSA-N,O=C1CCC(C(=O)O)N1,0.0,0.266392230988
39,#48,S,l-citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,NC(=O)NCCC[C@H](N)C(=O)O,0.0,0.266329288483
2652,#2910,S,rwj-51084,NQABUEUFRXDDFI-AWEZNQCLSA-N,N=C(N)NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1,0.0,0.264741063118
110,#122,S,pregabalin,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CC(C)C[C@H](CN)CC(=O)O,0.0,0.264560967684
1209,#1300,S,4-hydroxy-19-nortestosterone,GXHBCWCMYVTJOW-YGRHGMIBSA-N,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C(O)=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0.0,0.264446526766
4053,#4483,S,16-bromoepiandrosterone,CWVMWSZEMZOUPC-JUAXIXHSSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](Br)C2=O,0.0,0.263843536377
508,#550,S,flumethasone,WXURHACBFYSXBI-GQKYHHCASA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,0.263785600662
6325,#6892,S,difluocortolone,OGPWIDANBSLJPC-RFPWEZLHSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.0,0.263785600662
104,#115,S,diflorasone,WXURHACBFYSXBI-XHIJKXOTSA-N,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,0.263785600662
4702,#5201,S,8-ethyl-3*10*10-trimethyl-4*5*6*8*10*12-hexahydropyrazolo[4'*3':6*7]cyclohepta[1*2-b]pyrrolo[2*3-f]indol-9(1h)-one,AOMMPEGZDRAGRC-UHFFFAOYSA-N,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,0.0,0.263123035431
1639,#1769,S,amido phenyl pyruvic acid,ZXBYWYQEQQBMBT-UHFFFAOYSA-N,N=C(N)c1ccc(CC(=O)C(=O)O)cc1,0.0,0.262726545334
6367,#6963,S,edivoxetine,CPBHSHYQQLFAPW-ZWKOTPCHSA-N,COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,0.0,0.262567907572
505,#547,S,metaxalone,IMWZZHHPURKASS-UHFFFAOYSA-N,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0.0,0.262128293514
3260,#3595,S,4-methyl valeric acid,FGKJLKRYENPLQH-UHFFFAOYSA-N,CC(C)CCC(=O)O,0.0,0.262112319469
4895,#5399,S,(3as)-3a-hydroxy-1-phenyl-1*2*3*3a-tetrahydro-4h-pyrrolo[2*3-b]quinolin-4-one,DOMYOVZXZIZTRD-QGZVFWFLSA-N,O=C1c2ccccc2N=C2N(c3ccccc3)CC[C@@]12O,0.0,0.261962026358
5295,#5818,S,7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin,VCGFYFKJZGIZMX-UHFFFAOYSA-N,Cc1c(CCO)c(=O)oc2cc(O)ccc12,0.0,0.260661870241
3638,#4028,S,n-formylmethionine,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,CSCC[C@H](NC=O)C(=O)O,0.0,0.260622024536
1415,#1521,S,d-leucine,ROHFNLRQFUQHCH-RXMQYKEDSA-N,CC(C)C[C@@H](N)C(=O)O,0.0,0.259834825993
33,#42,S,l-leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)C[C@H](N)C(=O)O,0.0,0.259834825993
3318,#3661,S,2-methylleucine,ARSWQPLPYROOBG-ZETCQYMHSA-N,CC(C)C[C@](C)(N)C(=O)O,0.0,0.259834825993
4790,#5290,S,3-(heptyloxy)benzoic acid,FOFZVIUYGPBWLV-UHFFFAOYSA-N,CCCCCCCOc1cccc(C(=O)O)c1,0.0,0.259540647268
1379,#1478,S,(4e)-4-aminohex-4-enoic acid,KQFBUAIXCIGKAP-UHFFFAOYSA-N,C/C=C(\N)CCC(=O)O,0.0,0.259302198887
2367,#2584,S,n-carboxymethionine,LWQBAQJPCYBWJQ-BYPYZUCNSA-N,CSCC[C@H](NC(=O)O)C(=O)O,0.0,0.2590020895
726,#780,S,remifentanil,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,0.0,0.25888851285
1242,#1333,S,boldenone,RSIHSRDYCUFFLA-DYKIIFRCSA-N,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0.0,0.257507234812
1385,#1486,S,prasterone,FMGSKLZLMKYGDP-USOAJAOKSA-N,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,0.0,0.257507234812
3838,#4244,S,(3beta)-cholest-5-ene-3*25-diol,INBGSXNNRGWLJU-ZHHJOTBYSA-N,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,0.257481455803
2599,#2848,S,6-(hydroxyethyldithio)-8-(aminomethylthio)octanoic acid,BFRWEULQQALYNZ-SNVBAGLBSA-N,NCSCC[C@@H](CCCCC(=O)O)SSCCO,0.0,0.257392197847
4273,#4763,S,tiopronin,YTGJWQPHMWSCST-UHFFFAOYSA-N,CC(S)C(=O)NCC(=O)O,0.0,0.257252752781
1016,#1086,S,levobunolol,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0.0,0.257121145725
1156,#1245,S,19-norandrostenedione,JRIZOGLBRPZBLQ-QXUSFIETSA-N,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CCC2=O,0.0,0.255551815033
3827,#4233,S,(13s)-13-methyldodecahydro-1h-cyclopenta[a]phenanthrene-3*17(2h*4h)-dione,CRDKSBHJIGNEOH-IMRIKWHGSA-N,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C[C@@H]4CC[C@H]3[C@@H]1CCC2=O,0.0,0.255551815033
3942,#4360,S,ethyl carbamate,JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(N)=O,0.0,0.255302995443
6186,#6744,S,formestane,OSVMTWJCGUFAOD-KZQROQTASA-N,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,0.0,0.254381656647
2552,#2796,S,3-(2-benzothiazolylthio)-1-propanesulfonic acid,XBNHRNFODJOFRU-UHFFFAOYSA-N,O=S(=O)(O)CCCSc1nc2ccccc2s1,0.0,0.253917902708
2264,#2467,S,(3-chloro-4-propoxy-phenyl)-acetic acid,QEJHPAGTOOIBFT-UHFFFAOYSA-N,CCCOc1ccc(CC(=O)O)cc1Cl,0.0,0.253612518311
5373,#5898,S,2-(acetyl-hydroxy-amino)-4-methyl-pentanoic acid methyl ester,OVUHENJPIUQHLJ-MRVPVSSYSA-N,COC(=O)[C@@H](CC(C)C)N(O)C(C)=O,0.0,0.253256559372
6496,#7133,S,pidotimod,UUTKICFRNVKFRG-WDSKDSINSA-N,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,0.0,0.253236085176
2163,#2352,S,3*4-epoxybutyl-alpha-d-glucopyranoside,RZSIARIQGABJJE-NESWFBESSA-N,OC[C@@H]1O[C@H](OCC[C@@H]2CO2)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.253091394901
5920,#6461,S,3-[(4-chloroanilino)sulfonyl]thiophene-2-carboxylic acid,YRWKEEDITQJPCZ-UHFFFAOYSA-N,O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1,0.0,0.253062307835
1726,#1862,S,cp-271485,CIUMOGWIMXNXSQ-GOSISDBHSA-N,CN1c2ccc([C@H]3CN(Cc4ccccc4)C(=O)CO3)cc2CS1(=O)=O,0.0,0.252874314785
5910,#6448,S,n-[(2s*4s*6r)-2-(dihydroxymethyl)-4-hydroxy-3*3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide,WMHFGSDOAVEIHQ-RRJWCGLDSA-O,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@+]1O,0.0,0.252797335386
2947,#3247,S,7-(carboxyamino)-8-amino-nonanoic acid,OQNJZSIPDMTUAJ-JGVFFNPUSA-N,C[C@H](N)[C@@H](CCCCCC(=O)O)NC(=O)O,0.0,0.252618849277
2789,#3066,S,ubenimex,VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,0.0,0.252438813448
4447,#4941,S,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,CUKZXTKQBXLMDO-UHFFFAOYSA-N,CCCCC#Cc1ccc(C(=O)NNC(=S)NC)o1,0.0,0.252429842949
2277,#2480,S,pregnenolone,ORNBQBCIOKFOEO-QGVNFLHTSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.251927673817
1421,#1528,S,4-oxo-nicotinamide-adenine dinucleotide phosphate,PIXSDSMVQQICPA-KOGMLKCQSA-O,NC(=O)[C@H]1C=[N+]([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@H]3O)[C@H](O)[C@H]2O)C=CC1=O,0.0,0.251077055931
3535,#3906,S,ovalicin,UOXVFQCRPDLSFN-DGXTUMSLSA-N,CO[C@@H]1C(=O)CC[C@@](C)(O)[C@@]1(O)[C@@]1(C)O[C@@H]1CC=C(C)C,0.0,0.250839352608
2741,#3010,S,n-acetylproline,GNMSLDIYJOSUSW-LURJTMIESA-N,CC(=O)N1CCC[C@H]1C(=O)O,0.0,0.25075635314
4818,#5318,S,1-acetyl-2-carboxypiperidine,JACZWLDAHFCGCC-ZETCQYMHSA-N,CC(=O)N1CCCC[C@H]1C(=O)O,0.0,0.25075635314
4317,#4810,S,17-methyl-17-alpha-dihydroequilenin,FQMQOMRDADWGJJ-GBESFXJTSA-N,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@@]2(C)O,0.0,0.250522971153
3991,#4411,S,enoximone,ZJKNESGOIKRXQY-UHFFFAOYSA-N,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0.0,0.250461041927
