,NUMBER,S,NAME,INCHI_KEY,SMILES,ACTIVITY_LABEL,ACTIVITY_PROBABILITY
3568,#3946,S,al6528,FBBLOSCXOZYUSS-UHFFFAOYSA-N,COc1cccc(N2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,0.0,0.0182220973074
5595,#6120,S,2-t-butylamino-4-ethylamino-6-methylthio-s-triazine,IROINLKCQGIITA-UHFFFAOYSA-N,CCNc1nc(NC(C)(C)C)nc(SC)n1,0.0,0.018215443939
6412,#7007,S,cilnidipine,KJEBULYHNRNJTE-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.0,0.0182099919766
3448,#3809,S,sparsomycin,XKLZIVIOZDNKEQ-YGWIHHTISA-N,CSC[S@](=O)C[C@H](CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O,0.0,0.0182022955269
6327,#6892,S,difluocortolone,OGPWIDANBSLJPC-RFPWEZLHSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.0,0.0182013586164
3812,#4216,S,2-hydroxy-3*5-diiodobenzoic acid,DHZVWQPHNWDCFS-UHFFFAOYSA-N,O=C(O)c1cc(I)cc(I)c1O,0.0,0.0181748755276
4183,#4646,S,oxymetholone,ICMWWNHDUZJFDW-IYRCEVNGSA-N,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.0,0.0181698389351
4600,#5097,S,n-{[(2s*3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine,MZJYLQZZISBOTF-JBDRJPRFSA-N,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)CC,0.0,0.0180955938995
223,#240,S,clobazam,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.0,0.0180821362883
1903,#2064,S,nadph dihydro-nicotinamide-adenine-dinucleotidephosphate,ACFIXJIJDZMPPO-XCSFTKGKSA-N,NC(=O)C1=CN([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@H]3O)[C@H](O)[C@H]2O)C=CC1,0.0,0.0180665645748
4271,#4760,S,raltegravir,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0.0,0.0180628690869
305,#327,S,ceftazidime,ORFOPKXBNMVMKC-RDTXWAMCSA-O,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.0,0.0180589538068
5430,#5953,S,2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,JIVPVXMEBJLZRO-AWEZNQCLSA-N,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,0.0,0.0180568229407
1740,#1878,S,xanthine,LRFVTYWOQMYALW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.0,0.0180216599256
1059,#1132,S,lapatinib,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.0,0.0180103313178
1205,#1296,S,barbituric acid derivative,DNZPLHRZXUJATK-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C1Cc1ccc(-c2ccccc2C(F)(F)F)o1,0.0,0.0179423745722
4107,#4557,S,le-sn38,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.0,0.0179356802255
762,#816,S,salicylic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,O=C(O)c1ccccc1O,0.0,0.0179282389581
3849,#4256,S,2''-o-[n-(3-(aminopropyl)2-aminoethyl]paromomycin,FJVLHNJZMYGVLT-XXJRHLBLSA-N,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N,0.0,0.0179128721356
1439,#1546,S,adenosine-5'-monophosphate glucopyranosyl-monophosphate ester,WFPZSXYXPSUOPY-ZPOXOAFESA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,0.0,0.0178960114717
5551,#6075,S,(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,CAGGGMPTWTUYHZ-UHFFFAOYSA-N,N#C/C(C(=O)Nc1ccc(-c2ccccc2)cc1)=C(/O)C1CC1,0.0,0.0178563632071
2983,#3285,S,vitamin b6 complexed with 2-amino-pentanoic acid,YYAMSLLSQINIQO-NSHDSACASA-N,CCC[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,0.0,0.0178558453918
5106,#5620,S,3-carboxamido-1*3*5(10)-estratrien-17(r)-spiro-2'(5'*5'-dimethyl-6'oxo)tetrahydropyran,YVAJWBACBRSVPR-NDUHRLLKSA-N,CC1(C)CC[C@@]2(CC[C@H]3[C@@H]4CCc5cc(C(N)=O)ccc5[C@H]4CC[C@@]32C)OC1=O,0.0,0.017848411575
715,#769,S,omapatrilat,LVRLSYPNFFBYCZ-VGWMRTNUSA-N,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,0.0,0.0178437810391
256,#276,S,valrubicin,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0.0,0.0178275853395
5570,#6094,S,6-benzyl-1-ethoxymethyl-5-isopropyl uracil,MLILORUFDVLTSP-UHFFFAOYSA-N,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,0.0,0.0176633261144
2051,#2224,S,'5'-o-(n-(l-prolyl)-sulfamoyl)adenosine,LKVJEMXWEODCAY-WTOVGXSXSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COS(=O)(=O)NC(=O)[C@@H]2CCCN2)[C@H](O)[C@H]1O,0.0,0.0176598019898
2017,#2189,S,6-hydroxy-7*8-dihydro purine nucleoside,ZWTNXGIZBOQCAJ-FCIPNVEPSA-N,OC[C@@H]1O[C@@H](N2CNc3c(O)ncnc32)[C@H](O)[C@H]1O,0.0,0.0176331363618
2118,#2303,S,7*8-dihydroxy-1-methoxy-3-methyl-10-oxo-4*10-dihydro-1h*3h-pyrano[4*3-b]chromene-9-carboxylic acid,RSFJMLCZHPZXCW-AANKLQPISA-N,CO[C@@H]1O[C@@H](C)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21,0.0,0.0176325906068
2288,#2494,S,a-98881,PMBZSBGCSQGJAQ-MVSFAKPFSA-N,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(Cc3ccccc3)C[C@H](O)[C@H]2Cc2ccccc2)ccc1O,0.0,0.017622359097
6310,#6873,S,edoxaban,HGVDHZBSSITLCT-JLJPHGGASA-N,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.0,0.0175739526749
126,#138,S,ziprasidone,MVWVFYHBGMAFLY-UHFFFAOYSA-N,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.0,0.0175675153732
2595,#2844,S,1-(4-aminophenyl)-3*5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester,FIEYZIRYXYDMSK-UHFFFAOYSA-N,CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,0.0,0.0175452176481
4455,#4949,S,6-amino-3*7-dihydro-imidazo[4*5-g]quinazolin-8-one,VQSMWFVKBKMHTO-UHFFFAOYSA-N,Nc1nc2cc3[nH]cnc3cc2c(=O)[nH]1,0.0,0.0175438374281
3851,#4258,S,dimethyl-(4*5*6*7-tetrabromo-1h-benzoimidazol-2-yl)-amine,SLPJGDQJLTYWCI-UHFFFAOYSA-N,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,0.0,0.0175387263298
1801,#1952,S,n-[4-hydroxymethyl-cyclohexan-6-yl-1*2*3-triol]-4*6-dideoxy-4-aminoglucopyranoside,RBZIIHWPZWOIDU-IJZUXERNSA-N,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,0.0,0.0175156537443
6002,#6544,S,1*2*5*8-tetrahydroxyanthracene-9*10-dione,VBHKTXLEJZIDJF-UHFFFAOYSA-N,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0.0,0.0175072848797
4040,#4468,S,ataluren,OOUGLTULBSNHNF-UHFFFAOYSA-N,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0.0,0.0174905210733
2306,#2513,S,n-pyridoxyl-glycine-5-monophosphate,FEVQWBMNLWUBTF-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O,0.0,0.0174554269761
144,#157,S,crotamiton,DNTGGZPQPQTDQF-UHFFFAOYSA-N,CC=CC(=O)N(CC)c1ccccc1C,0.0,0.01745473966
3482,#3847,S,3-(7-hydroxy-8-ribityllumazine-6-yl) propionic acid,ZUXCIPRCLKZSHS-NYNCVSEMSA-N,O=C(O)CCc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@@H](O)[C@H](O)CO)c1O,0.0,0.0174440704286
3347,#3692,S,uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-d-galactose,OAPPZHVTNHJVAL-LJMZODOWSA-N,O=c1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@@H](CO)[C@H](F)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1,0.0,0.0173868630081
5518,#6042,S,4-(acetylamino)-n-(4-fluorophenyl)-1h-pyrazole-3-carboxamide,CWQKPKYIMQTGJK-UHFFFAOYSA-N,CC(=O)Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1,0.0,0.0173862595111
2065,#2240,S,cra_10655,WCFWDBPDMBXMTQ-UHFFFAOYSA-N,N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)nc2c1,0.0,0.017372302711
5745,#6274,S,(2r)-3-(phosphonooxy)propane-1*2-diyl diheptanoate,JAXUAGQDLYDLQB-OAHLLOKOSA-N,CCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCC,0.0,0.0173443481326
1494,#1607,S,2-deoxy-d-glucitol 6-(e)-vinylhomophosphonate,CZQSGBWQBMZTMQ-QYNIQEEDSA-N,O=P(O)(O)/C=C/[C@@H](O)[C@@H](O)[C@H](O)CCO,0.0,0.0173305291682
896,#960,S,orlistat,AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,0.0,0.0172991380095
5955,#6496,S,(n-{4-[(ethylanilino)sulfonyl]-2-methylphenyl}-3*3*3-trifluoro-2-hydroxy-2-methylpropanamide,SHEIQJGQDUYUBE-GOSISDBHSA-N,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(C)c1,0.0,0.0172915291041
499,#539,S,pentazocine,VOKSWYLNZZRQPF-GDIGMMSISA-N,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,0.0,0.0172867402434
4111,#4564,S,cf-101,HUJXGQILHAUCCV-MOROJQBDSA-N,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,0.0,0.0172517560422
4655,#5153,S,6-chloro-9-hydroxy-1*3-dimethyl-1*9-dihydro-4h-pyrazolo[3*4-b]quinolin-4-one,AYKGPCNWPACUQV-UHFFFAOYSA-N,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,0.0,0.0172159392387
2404,#2627,S,carpropamide,RXDMAYSSBPYBFW-PKFCDNJMSA-N,CC[C@]1(C(=O)N[C@@H](C)c2ccc(Cl)cc2)[C@H](C)C1(Cl)Cl,0.0,0.0172088649124
470,#506,S,imatinib,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.0,0.0172072686255
1321,#1417,S,deoxy-2-fluoro-b-d-cellotrioside,BZNXZJAUEMJQJB-KLPSKQSZSA-N,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](F)[C@H](O)O[C@@H]3CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.0,0.0171971842647
2567,#2815,S,b-2-octylglucoside,BVHPDIWLWHHJPD-RKQHYHRCSA-N,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,0.0,0.0171837378293
3640,#4030,S,sr12813,YQLJDECYQDRSBI-UHFFFAOYSA-N,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,0.0,0.0171746406704
5442,#5965,S,4-[3-(1*4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2h)-one,HGEPGGJUGUMFHT-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,0.0,0.0171512421221
4365,#4858,S,(2r*4r)-n~1~-(4-chlorophenyl)-n~2~-[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]-4-methoxypyrrolidine-1*2-dicarboxamide,QQBKAVAGLMGMHI-WIYYLYMNSA-N,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,0.0,0.0171198174357
5703,#6231,S,[2'-carboxylethyl]-10-methyl-anthracene endoperoxide,IOWYALZFEJOVHO-HDICACEKSA-N,CC12OOC(CCC(=O)O)(c3ccccc31)c1ccccc12,0.0,0.017105108127
5523,#6047,S,4-{[(2*6-difluorophenyl)carbonyl]amino}-n-[(3s)-piperidin-3-yl]-1h-pyrazole-3-carboxamide,KOMNQBZWMCFDTQ-VIFPVBQESA-N,O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,0.0,0.0170653499663
2368,#2585,S,alpha-d-mannose 6-phosphate,NBSCHQHZLSJFNQ-PQMKYFCFSA-N,O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,0.0,0.0170329473913
2048,#2221,S,4-hydroxy-3-[(1s)-3-oxo-1-phenylbutyl]-2h-chromen-2-one,PJVWKTKQMONHTI-HNNXBMFYSA-N,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0,0.0170274302363
1431,#1538,S,dalfopristin,SUYRLXYYZQTJHF-OQOKHMTHSA-N,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,0.0,0.0170113723725
4043,#4472,S,anatibant,XUHBBTKJWIBQMY-MHZLTWQESA-N,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)N4CCC[C@H]4C(=O)NCCCNC(=O)c4ccc(C(=N)N)cc4)c3Cl)c2n1,0.0,0.0169983245432
2965,#3265,S,benzofuran-2-carboxylic acid {(s)-3-methyl-1-[3-oxo-1-(pyridin-2-ylsulfonyl)azepan-4-ylcarbamoyl]butyl}amide,VBPPNJCVXGAZDD-WOJBJXKFSA-N,CC(C)C[C@@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,0.0,0.0169765539467
309,#331,S,entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1[C@@H](n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO,0.0,0.0169622357935
2652,#2910,S,rwj-51084,NQABUEUFRXDDFI-AWEZNQCLSA-N,N=C(N)NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1,0.0,0.0169576816261
5748,#6277,S,6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2h)-one,NOVPOXGMADEKPP-UHFFFAOYSA-N,O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1,0.0,0.0169539302588
252,#272,S,amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,0.0,0.0169502831995
3195,#3517,S,l-xylopyranose,SRBFZHDQGSBBOR-CZBDKTQLSA-N,OC1OC[C@H](O)[C@@H](O)[C@@H]1O,0.0,0.0168892648071
2681,#2941,S,4-(2-amino-ethoxy)-2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-amino]-but-3-enoic acid,ZYLUFTNLRAGXLR-GFCCVEGCSA-N,Cc1ncc(COP(=O)(O)O)c(CN[C@H](/C=C/OCCN)C(=O)O)c1O,0.0,0.016883218661
791,#846,S,desloratadine,JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.0,0.0168798547238
6390,#6984,S,moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0.0,0.0168784055859
2200,#2397,S,pantoyl adenylate,GDPVENOGSVMRJL-NPPWWWSGSA-N,CC(C)(CO)[C@@H](O)C(=O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,0.0,0.0168769974262
1473,#1585,S,o3-sulfonylgalactose,HHRMGTRTCHNCRO-XKTQNOIPSA-N,O=S(=O)(O)O[C@H]1[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]1O,0.0,0.0168745927513
2492,#2728,S,acetoacetyl-coenzyme a,OJFDKHTZOUZBOS-YTJNUSSGSA-N,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O,0.0,0.016863964498
2618,#2872,S,4-deoxyglucarate,WZLURCXZSPTANB-BXXZVTAOSA-N,O=C(O)[C@H](O)C[C@@H](O)[C@@H](O)C(=O)O,0.0,0.0168627463281
1274,#1366,S,metrizamide,DTZMSDADRKLCQE-RFMXWLSYSA-N,CC(=O)Nc1c(I)c(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(C)C(C)=O)c1I,0.0,0.0168462172151
2683,#2944,S,4-deoxy-4-amino-beta-d-glucose,BXZVZSSSRTUQJP-VFUOTHLCSA-N,N[C@@H]1[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0167973618954
6511,#7147,S,nitrocefin,LHNIIDJCEODSHA-YLJYHZDGSA-N,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CS[C@H]12,0.0,0.0167955979705
607,#657,S,malathion,JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.0,0.0167595166713
2918,#3212,S,5(r)-5-fluoro-beta-d-xylopyranosyl-enzyme intermediate,XKMGDFKROIEADD-VQOCEVNASA-N,O[C@H]1O[C@@H](F)[C@H](O)[C@@H](O)[C@@H]1O,0.0,0.0166652351618
3867,#4276,S,4-[(4-methyl-1-piperazinyl)methyl]-n-[3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide,JHMBUEWQJDGKGS-UHFFFAOYSA-N,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,0.0,0.0166091509163
2593,#2842,S,2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3*5-dimethyl-phenyl]-2h-[1*2*4]triazine-3*5-dione,RXQAVKWRCZYGMV-UHFFFAOYSA-N,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,0.0,0.0166021045297
4509,#5004,S,(2s*3s)-3-{3-[4-(methylsulfonyl)phenyl]-1*2*4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine,SQCDMTZMCHZYGO-FZMZJTMJSA-N,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,0.0,0.0165959633887
1509,#1624,S,[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,QTPYRNAKLBXKNP-SFHVURJKSA-N,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1ccn[nH]1,0.0,0.0165928825736
4939,#5445,S,3-carboxy-4-methyl-5-propyl-2-furanpropionic,WMCQWXZMVIETAO-UHFFFAOYSA-N,CCCc1oc(CCC(=O)O)c(C(=O)O)c1C,0.0,0.0165791790932
1512,#1627,S,uridine diphosphate glucose,HSCJRCZFDFQWRP-JZMIEXBBSA-N,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.0,0.0165677778423
5606,#6131,S,1-(1-hydroxy-2*2*6*6-tetramethylpiperidin-4-yl)pyrrolidine-2*5-dione,ZHMZILPINCAHPK-UHFFFAOYSA-N,CC1(C)CC(N2C(=O)CCC2=O)CC(C)(C)N1O,0.0,0.0165653452277
1132,#1221,S,bambuterol,ANZXOIAKUNOVQU-UHFFFAOYSA-N,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,0.0,0.0165630001575
4013,#4435,S,ceftobiprole,VOAZJEPQLGBXGO-AJLCLMPTSA-N,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,0.0,0.0165347810835
1004,#1074,S,zopiclone,GBBSUAFBMRNDJC-UHFFFAOYSA-N,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.0,0.016529276967
272,#292,S,eszopiclone,GBBSUAFBMRNDJC-INIZCTEOSA-N,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.0,0.016529276967
4180,#4642,S,bazedoxifene,UCJGJABZCDBEDK-UHFFFAOYSA-N,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.0,0.0165233258158
5497,#6021,S,5-benzyl-1*3-thiazol-2-amine,FJIMLXBJUVLMMN-UHFFFAOYSA-N,Nc1ncc(Cc2ccccc2)s1,0.0,0.0164290182292
5267,#5787,S,5-chloro-thiophene-2-carboxylic acid ((3s*4s)-1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide,ARAVOODWJJJNBY-IRXDYDNUSA-N,O=C(CN1C[C@H](O)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,0.0,0.0164112132043
2044,#2216,S,8-hydroxy-2'-deoxyguanosine,HCAJQHYUCKICQH-MROZADKFSA-N,Nc1nc2c(nc(O)n2[C@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]1,0.0,0.0164111983031
3239,#3570,S,1-methyl-2-oxy-5*5-dimethyl pyrrolidine,YARDEGUIPATLSG-UHFFFAOYSA-N,CN1C(=O)CCC1(C)C,0.0,0.0163493733853
1943,#2109,S,d-threo-neopterin,BMQYVXCPAOLZOK-INEUFUBQSA-N,Nc1nc2ncc([C@@H](O)[C@H](O)CO)nc2c(=O)[nH]1,0.0,0.0163419209421
2898,#3191,S,tetrahydrodeoxyuridine,XMJRLEURHMTTRX-BBVRLYRLSA-N,O=C1CCN([C@@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,0.0,0.0163382273167
4343,#4836,S,4-(2-amino-1-methyl-1h-imidazo[4*5-b]pyridin-6-yl)phenol,UGJXOCBVCWTJFP-UHFFFAOYSA-N,Cn1c(N)nc2ncc(-c3ccc(O)cc3)cc21,0.0,0.0163140743971
5693,#6221,S,2-deoxy-3*4-bis-o-[3-(4-hydroxyphenyl)propanoyl]-l-threo-pentaric acid,VJLMRHSHSNLOGC-PGRDOPGGSA-N,O=C(O)C[C@H](OC(=O)/C=C/c1ccc(O)cc1)[C@@H](OC(=O)/C=C/c1ccc(O)cc1)C(=O)O,0.0,0.0162850599736
4997,#5506,S,n-[(2r*3s)-1-((2s)-2-{[(cyclopentylamino)carbonyl]amino}-3-methylbutanoyl)-2-(1-formyl-1-cyclobutyl)pyrrolidinyl]cyclopropanecarboxamide,GCDRFILPPBOJLM-UFYCRDLUSA-N,CC(C)[C@H](NC(=O)NC1CCCC1)C(=O)N1CC[C@H](NC(=O)C2CC2)[C@H]1C1(C=O)CCC1,0.0,0.0162411872298
1101,#1180,S,saprisartan,DUEWVPTZCSAMNB-UHFFFAOYSA-N,CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,0.0,0.0162230562419
1842,#1997,S,flufenamic acid,LPEPZBJOKDYZAD-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.0,0.016220819205
4980,#5489,S,1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2*3-d]pyrimidin-2-yl}methanamine,GCJSOJRPNOWSEH-UHFFFAOYSA-N,CN1CCN(c2ccc(Cc3cc4cnc(CN)nc4n3C3CCCCC3)cc2)CC1,0.0,0.0161950439215
